date,price_per_sqm
1900-01-01,626.159102916654
1901-01-01,629.2107404572891
1902-01-01,632.7276036309366
1903-01-01,636.7631945441941
1904-01-01,639.8129548960557
1905-01-01,642.8779734490496
1906-01-01,646.9964816306349
1907-01-01,650.6708296435212
1908-01-01,653.6554040640989
1909-01-01,657.2343032293376
1910-01-01,660.2551625474405
1911-01-01,663.289802479566
1912-01-01,666.7447778001055
1913-01-01,668.9831257570759
1914-01-01,660.3182221244676
1915-01-01,653.0712071681796
1916-01-01,645.3807791212525
1917-01-01,639.2867920785066
1918-01-01,631.8542147677281
1919-01-01,634.2453530428796
1920-01-01,638.2137262644118
1921-01-01,641.2819982328022
1922-01-01,644.5251358972055
1923-01-01,646.9728603917226
1924-01-01,649.911642324605
1925-01-01,653.2215298260195
1926-01-01,655.8616277032709
1927-01-01,659.3452728905538
1928-01-01,662.3153200305233
1929-01-01,665.4682483624764
1930-01-01,668.4683295513672
1931-01-01,672.8181001426782
1932-01-01,676.1748496862003
1933-01-01,678.9804493281194
1934-01-01,682.8227225791568
1935-01-01,685.5728359145448
1936-01-01,689.1142981662766
1937-01-01,691.494031696522
1938-01-01,694.2291195048393
1939-01-01,681.0207696540881
1940-01-01,669.9370402083811
1941-01-01,657.126961806137
1942-01-01,643.5871623815111
1943-01-01,629.6811062292824
1944-01-01,612.0086544630452
1945-01-01,597.2957646155726
1946-01-01,604.9365949253631
1947-01-01,617.0367197391907
1948-01-01,627.2758985355404
1949-01-01,631.6382286362352
1950-01-01,642.04051190082
1951-01-01,650.5687984138964
1952-01-01,658.3896004912383
1953-01-01,670.0164046281031
1954-01-01,683.0179487784771
1955-01-01,695.9290633072724
1956-01-01,703.9656886721076
1957-01-01,713.6400349972291
1958-01-01,725.2928969986081
1959-01-01,738.9648469957946
1960-01-01,748.6776546536214
1961-01-01,759.3763594973695
1962-01-01,767.6000545523846
1963-01-01,775.6898420349305
1964-01-01,789.6510936528307
1965-01-01,805.3781786293542
1966-01-01,817.2527180090286
1967-01-01,832.3841819968502
1968-01-01,845.905149577473
1969-01-01,856.7470327614315
1970-01-01,870.6327548881461
1971-01-01,888.0949682962048
1972-01-01,901.3138386310809
1973-01-01,919.3124326872345
1974-01-01,925.6029414091894
1975-01-01,941.8397308332737
1976-01-01,956.2165042588446
1977-01-01,969.7038253161035
1978-01-01,984.512053432142
1979-01-01,993.5901987921122
1980-01-01,1007.8652277960305
1981-01-01,1024.005462406102
1982-01-01,1043.5961048448185
1983-01-01,1057.766466777315
1984-01-01,1071.3186022621967
1985-01-01,1085.9520716106988
1986-01-01,1104.8617462488965
1987-01-01,1122.3757422471053
1988-01-01,1137.6949079667834
1989-01-01,1156.229590453346
1990-01-01,1235.7752197472967
1991-01-01,1265.460545990324
1992-01-01,1262.4896732471361
1993-01-01,1257.480208154059
1994-01-01,1164.0439411227317
1995-01-01,1184.0507942672432
1996-01-01,1206.3376896772231
1997-01-01,1207.0051373240835
1998-01-01,1179.0354445670264
1999-01-01,1262.2344986637022
2000-01-01,1448.6686295457139
2001-01-01,1567.4240656044067
2002-01-01,1749.4195283609317
2003-01-01,1955.9476055939047
2004-01-01,2170.2528513213833
2005-01-01,2405.8587796744
2006-01-01,2673.602066931297
2007-01-01,2973.108986109123
2008-01-01,2615.9620190389282
2009-01-01,2329.8828424351927
2010-01-01,2043.3574197034557
2011-01-01,2118.077
