date,price_per_sqm
1900-01-01,723.3291555513956
1901-01-01,726.5485345741702
1902-01-01,732.042242959745
1903-01-01,740.0784870599048
1904-01-01,743.1061002560473
1905-01-01,746.1488986904037
1906-01-01,754.4171032898199
1907-01-01,760.394214267859
1908-01-01,762.8472719590419
1909-01-01,768.2204144578242
1910-01-01,770.7300054931674
1911-01-01,773.2455013743177
1912-01-01,777.8069449683423
1913-01-01,776.1986631210187
1914-01-01,763.4805706538893
1915-01-01,754.2301769740523
1916-01-01,743.7777665999056
1917-01-01,737.2428974722967
1918-01-01,727.2614958641994
1919-01-01,726.8399134635831
1920-01-01,734.6852761832216
1921-01-01,737.7099926839555
1922-01-01,741.5925675006375
1923-01-01,741.2068844453853
1924-01-01,743.3487757257546
1925-01-01,747.3842270139967
1926-01-01,747.8140654123443
1927-01-01,752.6326069502483
1928-01-01,754.66998985781
1929-01-01,757.6052331631753
1930-01-01,759.6644108028925
1931-01-01,768.7847757664035
1932-01-01,772.5899188563587
1933-01-01,773.4138093088629
1934-01-01,779.64424869244
1935-01-01,780.0346910583709
1936-01-01,784.534980103288
1937-01-01,782.8270490964568
1938-01-01,782.9249848082246
1939-01-01,768.3977449339102
1940-01-01,757.2733759704696
1941-01-01,743.1126734323112
1942-01-01,727.5858490299605
1943-01-01,711.3038446643062
1944-01-01,688.5814657131777
1945-01-01,670.6732636127429
1946-01-01,676.7627829984945
1947-01-01,696.0263277130555
1948-01-01,709.4286178184676
1949-01-01,704.8731256354814
1950-01-01,718.2397372401413
1951-01-01,725.6940299070568
1952-01-01,730.744558810104
1953-01-01,746.9782086421126
1954-01-01,767.0698142168002
1955-01-01,786.6032400324917
1956-01-01,791.1684642976082
1957-01-01,800.3706655898427
1958-01-01,815.2316252825805
1959-01-01,835.8690304640874
1960-01-01,844.2767157237631
1961-01-01,855.3405371215075
1962-01-01,858.6343418522214
1963-01-01,861.202884737459
1964-01-01,881.1246772207415
1965-01-01,906.0319635724676
1966-01-01,919.0017355748082
1967-01-01,941.4369393004308
1968-01-01,958.6756965061098
1969-01-01,967.4950770231196
1970-01-01,985.1226339443062
1971-01-01,1013.1569258246602
1972-01-01,1028.0454691040743
1973-01-01,1056.952949307275
1974-01-01,1050.2257609609856
1975-01-01,1073.0637210084922
1976-01-01,1089.9099986211504
1977-01-01,1103.681287441529
1978-01-01,1121.0274594203293
1979-01-01,1120.7105736834158
1980-01-01,1135.6277210069507
1981-01-01,1155.7403490123206
1982-01-01,1185.8154946156062
1983-01-01,1199.1353802343954
1984-01-01,1210.1534183492654
1985-01-01,1223.980711850134
1986-01-01,1250.2309371232616
1987-01-01,1271.8181453662473
1988-01-01,1286.3290302301307
1989-01-01,1310.0481898512942
1990-01-01,1364.967627706928
1991-01-01,1393.4655963745827
1992-01-01,1396.4292500848169
1993-01-01,1399.9029486093234
1994-01-01,1361.7740740575048
1995-01-01,1375.7653397169615
1996-01-01,1389.4746363798697
1997-01-01,1394.6392169032258
1998-01-01,1387.4326906933543
1999-01-01,1446.669637571199
2000-01-01,1660.1542511212494
2001-01-01,1779.0191476520263
2002-01-01,1986.6689415259564
2003-01-01,2216.6238104945132
2004-01-01,2464.5821878047054
2005-01-01,2729.3976264840026
2006-01-01,3036.756991575541
2007-01-01,3376.867768320625
2008-01-01,2957.0905100489995
2009-01-01,2647.854062742895
2010-01-01,2347.8176901301626
2011-01-01,2443.935
